Amplicon	AY.41	BA.2.24
2	0.0	1.0
3	0.0	1.0
9	0.1875	0.8125
31	0.1875	0.8125
32	0.1875	0.8125
34	0.14814814814814814	0.8518518518518519
35	0.14814814814814814	0.8518518518518519
45	0.2903225806451613	0.7096774193548387
52	0.2142857142857143	0.7857142857142857
66	0.34782608695652173	0.6521739130434783
73	0.09615384615384603	0.903846153846154
74	0.09615384615384603	0.903846153846154
78	0.0	1.0
79	0.0	1.0
80	0.08333333333333337	0.9166666666666666
81	0.0757575757575758	0.9242424242424242
82	0.09999999999999998	0.9
87	0.06779661016949157	0.9322033898305084
88	0.08333333333333337	0.9166666666666666
89	0.0	1.0
91	0.0847457627118644	0.9152542372881356
94	0.2564102564102564	0.7435897435897436
95	0.0	1.0
99	0.11111111111111116	0.8888888888888888
